                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                 1.3492,                 1.7506,                0.67227,                  1.011,                0.84048,                0.81736,                0.88789,                0.52033,                0.83139,                0.80264,                0.87097,                0.45673,                 1.4368,                 2.0011,                0.77571,                 1.1396,              0.0010566,              0.0010566,              0.0010566
                     99,                 1.3176,                 1.7022,                 0.6696,                 1.0009,                0.83049,                0.80743,                0.88123,                0.51076,                0.82264,                0.78605,                0.86339,                0.44468,                 1.4677,                 2.0656,                0.77469,                 1.1563,              0.0010411,              0.0010411,              0.0010411
                    100,                 1.3312,                 1.7397,                0.66768,                 1.0027,                0.83475,                0.81757,                0.88694,                0.52023,                0.82973,                0.79111,                0.86636,                0.45925,                 1.4373,                 2.0435,                0.80626,                  1.158,              0.0010256,              0.0010256,              0.0010256
                    101,                 1.3258,                  1.732,                  0.674,                 1.0097,                0.82753,                 0.8256,                0.88581,                0.51944,                0.81898,                0.80937,                0.87063,                0.45591,                 1.4658,                 2.1235,                0.81122,                 1.1618,                0.00101,                0.00101,                0.00101
                    102,                 1.3459,                 1.7473,                0.68064,                 1.0037,                0.83435,                0.82424,                 0.8868,                0.52226,                0.82966,                0.81239,                0.87492,                0.46973,                 1.4892,                 2.1607,                0.85706,                 1.1883,             0.00099445,             0.00099445,             0.00099445
                    103,                 1.3522,                 1.7398,                0.67668,                 1.0201,                0.85522,                0.81492,                0.89135,                0.52763,                0.84771,                0.80278,                0.87898,                0.47652,                 1.4305,                 2.0055,                0.75812,                 1.1575,              0.0009789,              0.0009789,              0.0009789
                    104,                 1.3322,                 1.7278,                0.67752,                 1.0051,                0.83231,                0.82146,                0.88816,                0.52262,                0.82222,                0.81002,                0.87452,                0.46565,                 1.4558,                 2.0986,                0.78737,                 1.1707,             0.00096336,             0.00096336,             0.00096336
                    105,                 1.2953,                 1.6916,                0.64601,                 1.0077,                 0.8355,                0.82124,                0.88792,                0.52477,                0.83385,                0.80067,                0.87499,                0.46426,                 1.4429,                 1.9872,                0.74159,                 1.1549,             0.00094784,             0.00094784,             0.00094784
                    106,                 1.3277,                 1.7266,                 0.6655,                 1.0019,                0.82789,                0.82146,                0.88734,                 0.5222,                0.82978,                0.80138,                0.87471,                0.47258,                 1.5244,                 2.1465,                0.81661,                 1.1884,             0.00093233,             0.00093233,             0.00093233
                    107,                 1.3173,                 1.7035,                0.65463,                0.99706,                0.83952,                0.81736,                0.88791,                0.52479,                0.83773,                0.79469,                0.87363,                0.46526,                 1.4167,                 2.0042,                0.78296,                 1.1387,             0.00091683,             0.00091683,             0.00091683
                    108,                 1.3025,                 1.6947,                0.65923,                 1.0059,                0.83111,                0.81381,                0.88437,                0.52554,                0.83034,                0.79383,                0.86835,                0.46632,                  1.459,                 1.9989,                0.79342,                 1.1525,             0.00090136,             0.00090136,             0.00090136
                    109,                 1.3023,                 1.6776,                0.64708,                0.99497,                0.83855,                0.81671,                0.88721,                0.52852,                0.82814,                0.80419,                0.87379,                 0.4727,                 1.4176,                 2.0133,                0.81651,                 1.1319,             0.00088592,             0.00088592,             0.00088592
                    110,                 1.3053,                 1.6981,                0.65568,                 1.0008,                 0.8301,                0.82275,                0.88523,                 0.5209,                0.82552,                0.80613,                0.87527,                0.46936,                  1.455,                 2.0812,                0.80256,                 1.1445,             0.00087051,             0.00087051,             0.00087051
                    111,                 1.2955,                 1.6819,                0.64271,                0.99418,                0.83158,                0.83269,                0.88868,                0.52283,                0.82542,                0.81196,                0.87197,                 0.4641,                 1.4469,                 2.1719,                0.80216,                 1.1637,             0.00085513,             0.00085513,             0.00085513
                    112,                 1.2896,                 1.6496,                0.63898,                0.99099,                0.83987,                 0.8206,                0.89164,                0.52584,                0.82765,                0.80034,                0.87629,                0.46868,                  1.437,                 2.0758,                  0.759,                 1.1447,             0.00083979,             0.00083979,             0.00083979
                    113,                  1.295,                 1.6782,                0.64798,                0.99868,                0.83204,                 0.8234,                0.88885,                0.52501,                0.81765,                0.81315,                0.87625,                0.46196,                 1.4265,                 1.9591,                0.71217,                 1.1347,             0.00082449,             0.00082449,             0.00082449
                    114,                 1.3044,                  1.677,                0.64783,                0.99855,                0.83183,                0.81218,                0.88453,                0.51694,                0.82645,                 0.7975,                0.86904,                0.45576,                 1.4236,                 2.0005,                0.74865,                 1.1368,             0.00080924,             0.00080924,             0.00080924
                    115,                 1.2968,                 1.6782,                0.64859,                0.99064,                0.84035,                0.82081,                   0.89,                0.52492,                 0.8319,                0.80699,                0.87935,                0.47176,                 1.4703,                  2.162,                0.78889,                 1.1818,             0.00079404,             0.00079404,             0.00079404
                    116,                 1.2816,                 1.6531,                0.64645,                0.99773,                 0.8421,                0.81563,                0.88796,                0.52241,                0.83535,                0.79849,                 0.8762,                0.46381,                 1.4106,                 2.0412,                0.77788,                  1.149,             0.00077889,             0.00077889,             0.00077889
                    117,                 1.2826,                 1.6597,                0.64145,                0.99453,                0.83167,                0.82232,                0.88599,                0.52659,                 0.8222,                0.80592,                0.87151,                0.46636,                  1.397,                 1.9452,                0.73255,                 1.1318,              0.0007638,              0.0007638,              0.0007638
                    118,                  1.265,                 1.6225,                0.63078,                0.98856,                0.84495,                0.81736,                 0.8865,                0.52488,                0.84003,                0.79131,                0.86833,                0.46429,                 1.4297,                 2.1435,                0.75911,                 1.1674,             0.00074877,             0.00074877,             0.00074877
                    119,                 1.2765,                 1.6428,                0.63243,                0.98849,                0.84979,                0.81095,                0.88853,                 0.5279,                0.84195,                0.79471,                0.87475,                0.47076,                 1.4214,                 2.0307,                 0.7427,                 1.1539,              0.0007338,              0.0007338,              0.0007338
                    120,                  1.257,                 1.6064,                0.62255,                0.98361,                0.85113,                0.80937,                0.88831,                0.52557,                0.84519,                0.79441,                0.87332,                0.46653,                 1.3876,                 2.0581,                0.76175,                 1.1396,              0.0007189,              0.0007189,              0.0007189
                    121,                  1.266,                 1.6454,                0.62669,                0.98425,                0.83995,                0.81973,                0.88713,                0.52893,                0.83871,                0.79814,                0.87468,                0.46968,                 1.4565,                 2.1424,                0.85138,                 1.1766,             0.00070407,             0.00070407,             0.00070407
                    122,                 1.2492,                 1.6174,                 0.6222,                 0.9766,                0.82961,                0.83441,                0.89055,                0.53074,                0.81702,                 0.8139,                 0.8763,                 0.4747,                 1.3689,                 1.9065,                0.70779,                 1.1184,             0.00068932,             0.00068932,             0.00068932
                    123,                 1.2622,                 1.6148,                0.62186,                0.98719,                0.83507,                0.82621,                0.89188,                0.52865,                0.82361,                0.81246,                0.87679,                0.46558,                 1.3948,                  1.923,                0.73452,                 1.1284,             0.00067465,             0.00067465,             0.00067465
                    124,                 1.2488,                 1.6106,                0.61336,                0.98026,                0.85437,                0.81606,                0.89259,                0.53132,                0.84561,                0.79814,                0.87573,                0.46993,                 1.4011,                 1.9589,                0.76264,                 1.1388,             0.00066006,             0.00066006,             0.00066006
                    125,                 1.2642,                 1.6237,                0.62187,                0.98227,                0.83663,                0.82794,                0.89202,                0.52803,                0.82788,                0.81196,                0.87658,                 0.4683,                 1.3484,                 1.9391,                0.72209,                 1.1111,             0.00064556,             0.00064556,             0.00064556
                    126,                 1.2468,                 1.6016,                0.61898,                0.98129,                0.84038,                0.82177,                0.89087,                0.52827,                0.83294,                0.80678,                0.87637,                0.47024,                 1.3718,                 1.9436,                0.71666,                 1.1274,             0.00063114,             0.00063114,             0.00063114
                    127,                 1.2503,                 1.6119,                0.61085,                0.98036,                0.83315,                0.82467,                  0.892,                0.53365,                0.85512,                0.78713,                0.87735,                0.47505,                 1.3253,                 1.8878,                0.69317,                 1.1072,             0.00061682,             0.00061682,             0.00061682
                    128,                 1.2358,                 1.6029,                0.61139,                0.97812,                0.83964,                0.82211,                0.89129,                0.53024,                0.82823,                0.80851,                0.87656,                0.47525,                 1.3629,                 1.9306,                0.72235,                 1.1224,              0.0006026,              0.0006026,              0.0006026
                    129,                 1.2408,                  1.587,                 0.6102,                0.97079,                0.83071,                0.83585,                 0.8909,                0.52893,                0.81945,                0.82189,                0.87742,                0.47138,                 1.3704,                 1.8952,                0.70881,                 1.1165,             0.00058848,             0.00058848,             0.00058848
                    130,                 1.2387,                 1.5775,                 0.6047,                0.97865,                0.85004,                0.81671,                0.89247,                0.53091,                 0.8397,                0.80289,                0.87828,                0.47518,                 1.4523,                 2.1257,                0.74427,                  1.185,             0.00057446,             0.00057446,             0.00057446
                    131,                 1.2156,                 1.5731,                0.60028,                0.97389,                0.84167,                0.82631,                0.89101,                0.52946,                0.83014,                0.80928,                0.87437,                0.47201,                 1.4001,                 2.0209,                 0.7146,                 1.1471,             0.00056055,             0.00056055,             0.00056055
                    132,                 1.2147,                 1.5772,                0.60363,                0.97331,                0.83187,                0.82568,                0.88888,                0.52908,                 0.8191,                0.81037,                0.87103,                0.47094,                 1.3431,                 1.9126,                0.72562,                 1.1087,             0.00054675,             0.00054675,             0.00054675
                    133,                  1.228,                 1.5816,                0.61434,                0.97585,                 0.8384,                0.82513,                0.89029,                0.52791,                0.84124,                0.80192,                0.87359,                0.46992,                 1.3168,                 1.8831,                0.70278,                 1.1053,             0.00053306,             0.00053306,             0.00053306
                    134,                 1.2424,                 1.6044,                0.61213,                0.98504,                0.84602,                0.81174,                0.89176,                0.52938,                0.83766,                0.79447,                0.87405,                0.46741,                  1.321,                 1.8791,                 0.6879,                 1.1052,              0.0005195,              0.0005195,              0.0005195
                    135,                 1.2065,                 1.5623,                0.59934,                0.96489,                0.85541,                0.81617,                0.89572,                0.53404,                0.84487,                 0.8016,                0.88017,                0.47476,                 1.3838,                 2.0198,                0.73802,                 1.1387,             0.00050605,             0.00050605,             0.00050605
                    136,                 1.1938,                 1.5314,                0.59173,                0.95968,                 0.8354,                0.83386,                0.89293,                0.53174,                0.84611,                0.79663,                0.87695,                0.47662,                 1.3977,                 1.9531,                 0.7093,                 1.1356,             0.00049273,             0.00049273,             0.00049273
                    137,                 1.2073,                 1.5522,                 0.5944,                 0.9762,                0.85202,                 0.8229,                 0.8945,                0.53088,                0.85508,                 0.7908,                0.87736,                0.47334,                 1.3802,                 1.9522,                0.72122,                 1.1297,             0.00047953,             0.00047953,             0.00047953
                    138,                 1.2002,                 1.5489,                0.59498,                0.97067,                0.84876,                0.82267,                0.89049,                0.52957,                0.83559,                0.80289,                0.87286,                0.46934,                 1.3881,                 2.0905,                0.75354,                 1.1418,             0.00046647,             0.00046647,             0.00046647
                    139,                 1.2119,                 1.5413,                0.59999,                0.96746,                0.83576,                0.83495,                0.89246,                0.53118,                0.83266,                 0.8078,                0.87503,                0.47371,                 1.3978,                 2.1945,                0.75141,                 1.1544,             0.00045354,             0.00045354,             0.00045354
                    140,                 1.2146,                 1.5599,                0.59557,                0.96956,                0.85705,                0.81088,                0.89357,                0.53384,                0.84422,                0.80142,                0.87939,                0.47631,                 1.3915,                 2.1363,                0.72911,                 1.1443,             0.00044074,             0.00044074,             0.00044074
                    141,                 1.2089,                 1.5575,                0.59252,                 0.9696,                0.83776,                0.83117,                0.89426,                0.53437,                 0.8452,                0.79214,                0.87614,                0.47509,                 1.3727,                 2.0059,                0.72293,                 1.1313,             0.00042809,             0.00042809,             0.00042809
                    142,                 1.2011,                 1.5346,                0.59042,                0.96212,                0.84487,                0.82383,                0.89255,                0.53262,                0.84188,                0.80117,                0.87976,                0.47774,                 1.3393,                 1.9361,                0.70438,                 1.1134,             0.00041558,             0.00041558,             0.00041558
                    143,                 1.1977,                 1.5372,                0.59145,                0.95812,                0.84128,                0.83075,                0.89065,                0.52702,                0.83095,                0.80613,                0.87103,                0.46165,                  1.362,                 1.9254,                0.71726,                 1.1216,             0.00040322,             0.00040322,             0.00040322
                    144,                 1.2067,                  1.543,                0.59366,                0.96343,                0.84441,                0.82599,                0.89349,                0.53043,                0.84005,                 0.8003,                0.87266,                0.46492,                 1.3646,                 2.0238,                0.73085,                  1.127,             0.00039101,             0.00039101,             0.00039101
                    145,                 1.1757,                 1.4978,                 0.5794,                0.96293,                0.83805,                0.83333,                0.89058,                0.53251,                0.83368,                0.81563,                0.87718,                0.47986,                 1.3319,                 2.0178,                0.73438,                 1.1167,             0.00037895,             0.00037895,             0.00037895
                    146,                 1.1902,                 1.5263,                 0.5915,                0.96291,                0.83442,                0.83484,                0.89172,                0.53067,                0.84072,                0.80334,                0.87558,                 0.4717,                 1.4101,                 2.1003,                 0.7363,                  1.147,             0.00036705,             0.00036705,             0.00036705
                    147,                 1.1773,                 1.5169,                0.58027,                0.95816,                0.84683,                0.82858,                0.89289,                0.53211,                0.83636,                0.81153,                0.87612,                0.47052,                  1.347,                 1.9594,                0.70092,                 1.1161,              0.0003553,              0.0003553,              0.0003553
                    148,                 1.1609,                 1.5011,                0.57636,                0.95311,                 0.8454,                0.82639,                0.89082,                0.52977,                0.84769,                0.80506,                0.87671,                0.46965,                 1.3928,                 2.1041,                0.75487,                 1.1404,             0.00034372,             0.00034372,             0.00034372
                    149,                 1.1958,                 1.5481,                0.60017,                 0.9671,                0.85061,                0.82729,                0.89519,                0.53399,                 0.8455,                0.80656,                0.87739,                0.47249,                 1.3505,                 2.0123,                0.73011,                 1.1161,              0.0003323,              0.0003323,              0.0003323
                    150,                 1.1723,                 1.5056,                0.57547,                0.95766,                0.84809,                0.82442,                0.89357,                0.53246,                0.84268,                0.80548,                0.87851,                0.47442,                 1.3172,                 1.9702,                0.71163,                 1.1037,             0.00032105,             0.00032105,             0.00032105
                    151,                  1.169,                  1.497,                0.57623,                0.95905,                0.84345,                0.82923,                0.89173,                0.53313,                0.83507,                0.80782,                0.87269,                 0.4686,                 1.3903,                 2.0377,                0.75808,                  1.138,             0.00030996,             0.00030996,             0.00030996
                    152,                  1.173,                 1.5149,                0.57973,                0.96033,                0.84471,                0.81731,                0.89038,                0.53226,                0.85632,                 0.7813,                0.87358,                0.47013,                 1.3927,                 2.1066,                0.74769,                  1.137,             0.00029905,             0.00029905,             0.00029905
                    153,                 1.1717,                 1.5104,                0.57694,                 0.9594,                0.83362,                0.83288,                0.89137,                0.52835,                0.83268,                0.80796,                0.87483,                0.46629,                 1.3592,                 1.9587,                 0.6963,                 1.1195,             0.00028832,             0.00028832,             0.00028832
                    154,                  1.181,                 1.5053,                0.58273,                0.96032,                0.83633,                 0.8383,                0.89212,                0.53468,                0.83468,                0.81757,                0.87731,                0.47641,                 1.3696,                 1.9724,                0.72073,                 1.1201,             0.00027777,             0.00027777,             0.00027777
                    155,                 1.1874,                 1.5299,                0.58439,                0.96381,                0.83763,                0.83081,                0.89054,                0.53362,                0.83239,                 0.8152,                0.87479,                0.47329,                 1.3592,                 1.9281,                0.72194,                 1.1183,             0.00026739,             0.00026739,             0.00026739
                    156,                 1.1661,                 1.4882,                0.57208,                0.95152,                0.83908,                0.83096,                0.89173,                0.53421,                0.83887,                 0.8044,                0.87429,                0.47197,                   1.35,                 1.9437,                0.72058,                 1.1149,              0.0002572,              0.0002572,              0.0002572
                    157,                 1.1548,                 1.4788,                0.57134,                0.95566,                0.84559,                0.82923,                0.89157,                0.53144,                0.84101,                0.81023,                 0.8789,                0.47433,                 1.4025,                  2.025,                 0.7333,                 1.1366,             0.00024719,             0.00024719,             0.00024719
                    158,                 1.1518,                 1.4813,                0.57304,                0.95515,                0.83389,                0.83269,                0.89263,                0.53442,                0.84391,                0.79685,                0.87504,                0.47433,                 1.3679,                  1.978,                0.72536,                 1.1187,             0.00023737,             0.00023737,             0.00023737
                    159,                 1.1606,                 1.4865,                0.57103,                  0.953,                0.84637,                0.82427,                0.89295,                0.53415,                0.83348,                0.81045,                0.87734,                 0.4761,                 1.3949,                 2.0579,                0.77126,                 1.1346,             0.00022775,             0.00022775,             0.00022775
                    160,                 1.1666,                 1.5015,                0.57612,                0.95608,                0.85406,                0.81492,                0.89106,                0.53219,                0.85627,                0.78972,                0.87397,                0.47395,                 1.3586,                   1.98,                0.72733,                 1.1174,             0.00021831,             0.00021831,             0.00021831
                    161,                 1.1395,                 1.4487,                0.56507,                0.95109,                 0.8461,                0.82729,                0.89138,                0.53451,                0.83756,                0.80311,                0.87297,                0.47219,                 1.3372,                 1.9534,                0.70418,                 1.1105,             0.00020907,             0.00020907,             0.00020907
                    162,                 1.1393,                 1.4598,                0.55863,                0.95197,                0.84342,                0.82796,                0.89155,                0.53363,                0.83755,                0.80366,                0.87264,                0.47485,                 1.3543,                 1.9542,                0.69819,                 1.1167,             0.00020003,             0.00020003,             0.00020003
                    163,                 1.1479,                 1.4785,                0.56565,                0.95764,                 0.8461,                0.82729,                0.89268,                 0.5334,                0.85345,                0.79209,                0.87452,                0.47208,                 1.3517,                 2.0303,                 0.7538,                 1.1212,             0.00019119,             0.00019119,             0.00019119
                    164,                 1.1262,                 1.4363,                0.55812,                0.94806,                0.85254,                0.82448,                  0.893,                0.53521,                0.85131,                0.79642,                0.87443,                0.47422,                 1.3488,                 2.0449,                0.76236,                 1.1235,             0.00018255,             0.00018255,             0.00018255
                    165,                 1.1265,                 1.4476,                  0.555,                0.93989,                0.84632,                 0.8288,                0.89156,                0.53521,                0.84464,                0.80985,                0.87902,                 0.4762,                  1.332,                 1.9872,                0.71902,                 1.1115,             0.00017412,             0.00017412,             0.00017412
                    166,                 1.1337,                 1.4492,                0.55951,                0.94579,                0.84878,                0.82523,                0.89144,                0.53471,                0.85364,                0.79829,                0.87668,                0.47821,                 1.3222,                 1.9744,                0.71647,                 1.1061,             0.00016589,             0.00016589,             0.00016589
                    167,                 1.1331,                 1.4559,                0.55579,                0.94518,                0.84003,                 0.8329,                0.89051,                0.53266,                0.85515,                0.79253,                0.87225,                0.47298,                 1.3313,                 1.9732,                0.70669,                 1.1089,             0.00015787,             0.00015787,             0.00015787
                    168,                 1.1246,                 1.4384,                0.55631,                 0.9394,                0.83889,                0.83117,                0.88843,                0.53199,                0.84133,                0.79922,                0.87295,                0.47379,                 1.3663,                   2.08,                0.74841,                  1.125,             0.00015005,             0.00015005,             0.00015005
                    169,                 1.1236,                 1.4421,                0.55141,                0.94767,                0.84758,                0.82211,                0.89011,                0.53315,                0.85037,                0.79872,                0.87541,                0.47017,                 1.3524,                 1.9801,                 0.7062,                 1.1157,             0.00014246,             0.00014246,             0.00014246
                    170,                 1.1209,                 1.4404,                0.54989,                0.94184,                0.85953,                0.81244,                0.88892,                0.53286,                 0.8537,                0.79534,                0.87498,                0.47432,                 1.3662,                 2.0046,                0.71944,                 1.1233,             0.00013507,             0.00013507,             0.00013507
                    171,                 1.1333,                 1.4489,                0.55601,                0.94759,                0.85531,                0.81931,                0.89101,                0.53625,                0.85574,                0.79685,                0.87545,                0.47873,                 1.3499,                 1.9834,                0.71309,                 1.1193,              0.0001279,              0.0001279,              0.0001279
                    172,                 1.1166,                  1.427,                0.55452,                0.93983,                0.85594,                0.81801,                0.89033,                0.53312,                0.86065,                0.78735,                0.87407,                0.47477,                 1.3608,                 1.9866,                0.70244,                  1.119,             0.00012095,             0.00012095,             0.00012095
                    173,                 1.1267,                 1.4421,                0.55629,                 0.9444,                0.85003,                0.82383,                0.88992,                0.53364,                0.86033,                0.79102,                0.87488,                0.47261,                 1.3701,                 1.9759,                0.69841,                 1.1205,             0.00011422,             0.00011422,             0.00011422
                    174,                 1.1183,                 1.4315,                0.55103,                0.94425,                 0.8569,                0.81962,                0.89047,                0.53331,                0.86577,                0.78821,                0.87588,                0.47312,                 1.3708,                 1.9927,                0.70071,                   1.12,             0.00010771,             0.00010771,             0.00010771
                    175,                 1.1252,                 1.4567,                0.55694,                0.94156,                0.84585,                0.82966,                0.89091,                0.53357,                0.86009,                0.78864,                0.87526,                0.47569,                  1.355,                 1.9844,                0.69402,                 1.1142,             0.00010142,             0.00010142,             0.00010142
                    176,                 1.1253,                 1.4482,                0.55875,                0.94102,                 0.8507,                0.82663,                0.89203,                0.53412,                0.85073,                0.79361,                0.87414,                0.47265,                 1.3629,                 1.9889,                0.70312,                 1.1189,             9.5359e-05,             9.5359e-05,             9.5359e-05
                    177,                 1.1043,                 1.4102,                0.54441,                0.94178,                0.85279,                0.82599,                0.89279,                0.53528,                0.84626,                0.80117,                0.87428,                0.47629,                 1.3511,                 1.9812,                0.70441,                 1.1151,             8.9521e-05,             8.9521e-05,             8.9521e-05
                    178,                 1.0971,                  1.405,                0.54316,                0.93811,                0.85021,                 0.8288,                0.89175,                0.53519,                0.84534,                0.80332,                0.87504,                0.47571,                 1.3591,                 1.9905,                0.70231,                 1.1183,              8.391e-05,              8.391e-05,              8.391e-05
                    179,                 1.1095,                 1.4188,                0.54144,                0.93805,                 0.8522,                0.82281,                0.88958,                0.53519,                0.84557,                0.80289,                 0.8756,                0.47485,                 1.3554,                 1.9939,                0.69946,                 1.1176,             7.8528e-05,             7.8528e-05,             7.8528e-05
                    180,                 1.1158,                 1.4265,                0.54898,                0.94325,                0.84884,                0.82707,                0.89055,                0.53467,                0.83906,                0.80548,                0.87444,                 0.4719,                 1.3602,                 2.0072,                0.70673,                 1.1219,             7.3375e-05,             7.3375e-05,             7.3375e-05
                    181,                 1.1092,                 1.4257,                0.54626,                0.94272,                  0.851,                0.82613,                0.89144,                 0.5347,                 0.8404,                0.80711,                0.87509,                0.47339,                 1.3493,                 1.9904,                0.70213,                 1.1148,             6.8454e-05,             6.8454e-05,             6.8454e-05
                    182,                  1.111,                 1.4351,                0.54749,                0.94599,                0.85001,                0.82707,                0.89146,                0.53557,                0.83971,                0.80641,                0.87621,                0.47468,                  1.334,                 1.9678,                0.69436,                 1.1095,             6.3765e-05,             6.3765e-05,             6.3765e-05
                    183,                 1.1187,                 1.4205,                0.55406,                0.93807,                0.84591,                0.82845,                0.89092,                0.53531,                0.84559,                0.79802,                0.87452,                0.47524,                 1.3442,                 1.9846,                0.70009,                 1.1125,             5.9309e-05,             5.9309e-05,             5.9309e-05
                    184,                  1.121,                  1.424,                0.54821,                0.94471,                0.84032,                0.83312,                0.89178,                0.53502,                0.85331,                0.79246,                 0.8753,                0.47517,                 1.3524,                 1.9979,                0.71364,                 1.1165,             5.5088e-05,             5.5088e-05,             5.5088e-05
                    185,                 1.1059,                 1.4238,                0.54987,                0.94057,                0.84108,                 0.8329,                0.89211,                0.53524,                0.85264,                0.79695,                0.87661,                0.47607,                 1.3495,                 1.9964,                0.70957,                  1.114,             5.1103e-05,             5.1103e-05,             5.1103e-05
                    186,                 1.1061,                 1.4345,                0.54601,                0.93883,                0.84577,                0.82989,                0.89049,                0.53447,                0.85085,                0.79771,                0.87571,                0.47301,                 1.3606,                 2.0177,                0.71361,                 1.1184,             4.7354e-05,             4.7354e-05,             4.7354e-05
                    187,                 1.1076,                  1.427,                0.54493,                0.93897,                0.84094,                0.83434,                0.89094,                 0.5342,                0.85424,                0.79582,                 0.8781,                 0.4759,                 1.3512,                 1.9894,                 0.7034,                 1.1154,             4.3842e-05,             4.3842e-05,             4.3842e-05
                    188,                  1.111,                 1.4254,                 0.5548,                0.93909,                0.84708,                0.82794,                0.89023,                  0.535,                0.84269,                0.80699,                0.87563,                0.47486,                 1.3415,                 1.9843,                0.69994,                 1.1118,             4.0569e-05,             4.0569e-05,             4.0569e-05
                    189,                 1.1245,                 1.4561,                0.55915,                0.94985,                0.84326,                0.83312,                0.89079,                0.53466,                0.84465,                0.80311,                0.87621,                0.47541,                 1.3547,                 1.9935,                  0.707,                 1.1158,             3.7536e-05,             3.7536e-05,             3.7536e-05
                    190,                 1.1089,                 1.4233,                0.54636,                0.94282,                0.84499,                0.83269,                0.89182,                0.53579,                0.84836,                0.80197,                0.87486,                0.47648,                 1.3407,                 1.9812,                0.69946,                 1.1115,             3.4742e-05,             3.4742e-05,             3.4742e-05
                    191,                 1.1279,                 1.4519,                0.56221,                0.96238,                 0.8443,                0.83247,                0.88913,                0.53175,                0.83337,                 0.8163,                0.87465,                0.47377,                  1.373,                 2.0647,                0.72618,                 1.1289,             3.2189e-05,             3.2189e-05,             3.2189e-05
                    192,                 1.1066,                 1.4152,                0.53517,                0.95428,                 0.8387,                0.83182,                0.88748,                0.52955,                0.82771,                0.81736,                0.87242,                 0.4689,                 1.3878,                 2.1098,                0.72821,                 1.1387,             2.9877e-05,             2.9877e-05,             2.9877e-05
                    193,                 1.0983,                 1.4144,                0.53348,                0.96729,                0.83797,                0.83225,                0.88774,                0.52929,                0.82761,                0.81606,                0.87233,                0.46914,                 1.3996,                  2.117,                0.73504,                 1.1455,             2.7806e-05,             2.7806e-05,             2.7806e-05
                    194,                 1.0979,                 1.4092,                0.53066,                0.96808,                0.83947,                0.82945,                0.88817,                0.53091,                0.82971,                0.81412,                0.87268,                0.47041,                 1.3923,                 2.0856,                0.72759,                 1.1399,             2.5979e-05,             2.5979e-05,             2.5979e-05
                    195,                 1.0818,                 1.3861,                 0.5272,                0.95353,                0.84103,                0.82599,                0.88866,                0.53224,                0.83126,                0.80937,                0.87339,                0.47001,                 1.3813,                 2.0464,                0.72101,                  1.132,             2.4394e-05,             2.4394e-05,             2.4394e-05
                    196,                 1.0773,                 1.3825,                0.52371,                0.95125,                0.84092,                0.82707,                0.88845,                0.53193,                0.83166,                0.81088,                0.87337,                0.47127,                  1.382,                 2.0319,                0.71439,                 1.1296,             2.3052e-05,             2.3052e-05,             2.3052e-05
                    197,                  1.088,                 1.3956,                0.52845,                0.95443,                0.84293,                0.82607,                0.88865,                0.53119,                0.83452,                0.80893,                0.87331,                0.46963,                  1.385,                   2.02,                 0.7119,                  1.129,             2.1954e-05,             2.1954e-05,             2.1954e-05
                    198,                 1.0794,                  1.397,                0.52788,                0.95003,                 0.8383,                0.83156,                0.88898,                0.53063,                0.82684,                0.81441,                0.87413,                0.47021,                 1.3892,                 2.0399,                0.71466,                 1.1343,             2.1099e-05,             2.1099e-05,             2.1099e-05
                    199,                 1.0903,                 1.4035,                0.52933,                0.95887,                0.84065,                0.83031,                0.88851,                 0.5322,                0.83099,                0.81261,                0.87313,                0.47243,                 1.3821,                 2.0255,                0.71114,                 1.1294,             2.0489e-05,             2.0489e-05,             2.0489e-05
                    200,                 1.0805,                 1.3773,                0.52248,                0.95656,                0.84056,                0.83204,                0.88894,                 0.5322,                0.82846,                0.81606,                0.87308,                0.47135,                 1.3784,                 2.0334,                 0.7176,                 1.1282,             2.0122e-05,             2.0122e-05,             2.0122e-05
